tipo;descripcion;expediente;anio_expediente;domicilio;barrio;comuna;unidad_ejecutora;fecha_inicio;area;obra;estado_obra;contratista;foto_nombre;foto_descripcion
AUSA;La obra consiste en la construcción del Paso Bajo Nivel de la Av C Larralde que forma parte del sistema de cruces bajo nivel de vías en trinchera en los cruces de la calle M. Pedraza y Av. C. Larralde y las vías del FFCC TBA, ex Mitre Ramal Tigre. Será de uso para tránsito liviano y transporte público. Con objeto de integracion vecinal y reducción en tiempo de viaje y costos, evitando inconvenientes y accidentes.;4122 GCBA Tras;2007;Av. Crisologo Larralde al 1900 y vías del FFCC Mitre;Nuñez;13;998;2010-10-04 00:00:00;Ausa;Bajo Nivel Larralde;Finalizada recepción provisoria parcial;Fontana NicastroSA Construere SA UTE Ped Larralde;90-Inauguración.jpg;90-Inauguración
AUSA;La obra consiste en la construccion de dos nuevos pasos vehiculares bajo nivel, uno en la calle Cuenca, entre Nueva York y Asuncion, y otro en la calle Llavallol entre, Nueva York y Pareja. Se espera que la obra producirá una reducción en los tiempos de viaje y costos a los usuarios de la red evitando inconvenientes y accidentes. ;LP AUSA 09 2010;2010;LLavallol;Agronomia;15;998;;Ausa;Bajo Nivel Llavallol;Paralizada;Fontana Nicastro SA de Construcciones;6  LAvallol.jpg;Lavallol
AUSA;La obra consiste en la construcción de un dos nuevos pasos vehiculares, uno en la calle Empedrado bajo las vías del FFCC Gral. San Martín y otro  en la calle Marcos Sastre bajo las vías del FFCC Gral. San Martín. ;LP AUSA 14 2010;2010;;;;998;;Ausa;Bajo Nivel Marcos Sastre;Paralizada;a designar;;
AUSA;La obra consiste en la construcción de un cruce bajo nivel de vías en trinchera en el cruce de la Avenida Monroe y las vías del FFCC TBA (ex Mitre). El cruce de la Av. Monroe contará con 2 carriles vehiculares de 3,50 m, gálibo mínimo de 4,20m y dos veredas peatonales a nivel de calzada de 5,80 m y 6,00 m de ancho. El puente ferroviario es de 3 tramos (8,50 m + 18,60 m + 8,50 m). Serán de uso para tránsito liviano y transporte de pasajeros.;41121 GCBA Traspaso;2006;Monroe entre Naon y Avda Melian ;Coghlan;12;998;2010-09-15 00:00:00;Ausa;Bajo Nivel Monroe ;Finalizada con recepción provisoria;Fontana Nicastro SA Luciano UTE ;90Inauguraciondic11.jpg;inauguración
AUSA;La obra consiste en la ejecución del proyecto de detalle y construcción del cruce bajo nivel del Av. Mosconi con vías del ex FFCC Urquiza, explotado actualmente por Metrovías SA. Las tareas incluyen la instalación de nuevas cañerías de agua y de gas. El objeto es larducción tiempos de viaje y costos a los usuarios de la red evitando inconvenientes y accidentes.;45059 GCBA Traspaso;2006;Av Mosconi con vías FFCC Ex Urquiza entre Segurola y Gualeguaychu;Devoto;11;998;2010-05-17 00:00:00;Ausa;Bajo Nivel Mosconi;Finalizada recepción definitiva;IECSA SA;92-05-11-Habilit tránsito vehic túnel.JPG;92-05-11-Habilit tránsito vehic túnel.JPG
AUSA;La obra consiste en la construccion de dos nuevos pasos vehiculares, uno en la calle Varela bajo las vias del FFCC Gral. San Martin y otro en la calle Navarro bajo las vias del FFCC Gral. San Martin;LP AUSA 13 2010;2010;Navarro y ex FFCC SAN MArtin interseccion Gutierrez y JV Gonzalez y Gutierrez y San Nicolas  ;Agronomía;15;998;;Ausa;Bajo Nivel Navarro;Paralizada;a designar;navarro varela modificado.jpg;Render vista proyecto
AUSA;OLAZABAL - SUPERI La obra consiste en la apertura del terraplén ferroviario y construcción de un cruce bajo nivel de vías en el cruce de la Avenida Olazábal y las vías del FFCC TBA (ex Mitre) y la rectificación del cruce de la calle Superí y las vías del FFCC TBA (ex Mitre). El cruce de la Av. Olazábal contará con un ancho de calzada de 10,98 m, gálibo mínimo de 3,30m y dos veredas peatonales a nivel de calzada de 5,80 m y 6,00 m de ancho. El puente ferroviario es de 3 tramos (8,50 m + 18,60 m + 8,50 m). El cruce de la calle Superí contará con un ancho de calzada de 11,70 m, gálibo mínimo de 3,60m y dos veredas peatonales a nivel de calzada de 3,00 m de ancho. El puente ferroviario es de 3 tramos (8,50 m + 18,60 m + 8,50 m). Serán de uso para tránsito liviano y transporte de pasajeros. ;41121 GCBA Traspaso;2012;Olazabal con FFCC Mitre ramal JLSuarez entre Superi con Urtubey y Avda Melian y Superi entre Olazabal y Mendoza;Belgrano;13;998;2012-06-29 00:00:00;Ausa;Bajo Nivel Olazabal Superi;Finalizada sin recepción provisoria ;Fontana Nicastro SA Luciano UTE ;Olazabal Inauguracion.jpg;Inauguracion Olazabal
AUSA;Remocion de interferencias ferroviarias en Obra BN Olazabal Superi en ejecución. Los materiales serán provistos por el concesionario ferroviario. ;2012 04 0267 00;2013;Olazabal con FFCC Mitre ramal JLSuarez entre Superi con Urtubey y Avda Melian y Superi entre Olazabal y Mendoza;Belgramo;13;998;2013-01-22 00:00:00;Ausa;Bajo Nivel Olazabal Superi Interf Ferroviarias ;Finalizada sin recepción provisoria ;Baires Ferrovial SA ;;
AUSA;Mosaiquismo y herreria artistica segun espacificaciones tecnicas de licitacion y ofeta de 23 de sept 2013 ;201302 0059 00;2013;;;;998;2013-10-15 00:00:00;Ausa;Bajo Nivel Olazabal Superi Mosaiquismo ;Finalizada sin recepción provisoria ;Storey Guillermo;;
AUSA;La obra consiste en la construcción de un nuevo paso vehicular, en la calle Pacheco bajo las vías del ex FFCC Mitre (Ramal J. L. Suarez) ;LP AUSA 15 2010;2010;CAlle PAcheco y ex FFCC Mitre Ramal JLSuarez y CAlles Roosevelt F;Villa Urquiza;12;998;2012-08-13 00:00:00;Ausa;Bajo Nivel Pacheco ;Finalizada sin recepción provisoria ;UTE EleprintSA Construere Ing SA ;67-Pacheco_13-08_inaug 03.jpg;acceso tunel, inauguración
AUSA;Remocion de interferencias ferroviarias en Obra BN Pacheco en ejecución. Los materiales serán provistos por el concesionario ferroviario. ;2012 04 0266 00;2013;CAlle Pacheco y ex FFCC Mitre Ramal JLSuarez y CAlles Roosevelt F;Villa Urquiza ;12;998;2013-01-22 00:00:00;Ausa;Bajo Nivel Pacheco Interf Ferroviarias  ;Finalizada sin recepción provisoria ;Baires Ferrovial SA ;;
AUSA;Diseño provision y colocacaion de mosaiquismo y rtabajos de pintua artistica para el paso bajo nivel Pacheco ;2013 02 0039 00;2013;Calle Pacheco y ex FFCC Mitre ramal J.L.Suarez y calle Roosvelt;Villa Urquiza;12;998;2013-09-06 00:00:00;Ausa;Bajo Nivel Pacheco Pintura Artistica;Finalizada sin recepción provisoria ;Storey Guillermo;PBNPacheco_08.09.JPG;Mosaicos en paredes tunel Pacheco
AUSA;La obra consiste en la construcción del Paso Bajo Nivel de la calle Manuela Pedraza que forma parte del sistema de cruces bajo nivel de vías en trinchera en los cruces de la calle M. Pedraza y Av. C. Larralde y las vías del FFCC TBA, ex Mitre Ramal Tigre. Será de uso para tránsito liviano y transporte público. Con objeto de integracion vecinal y reducción en tiempo de viaje y costos, evitando inconvenientes y accidentes.;4122 GCBA Tras;2010;Manuela Pedraza entre OHiggins y Grecia ;Nuñez;14;998;2010-10-04 00:00:00;Ausa;Bajo Nivel Pedraza;Finalizada recepción provisoria parcial;Fontana NicastroSA Construere SA UTE Ped Larralde;90-DSC_0907.JPG;90-Inauguración Pedraza
AUSA;La obra consiste en la construcción de dos nuevos pasos vehiculares bajo nivel, uno en la calle Deheza entre 3 de Febrero y 11 de Septiembre y otro en la calle Quesada entre 3 de Febrero y Arcos. ;LP AUSA 12 2010;2010;Quesada y ex FFCC Mitre Ramal Tigre entre 3 de febrero y Arcos ;Nuñez;13;998;;Ausa;Bajo Nivel Quesada;Paralizada;Fontana Nicastro SA Panedile Argentina SAICFI UTE;;
AUSA;Ejecución de un cruce vehicular bajo nivel en la Avenida San Martín  en  su  cruce  con  las vías del  FFCC  Urquiza,  entre las calles Pareja  y Asunción,  en el límite entre los barrios de Villa Devoto, Villa Pueyrredón y Agronomía, en la zona Noroeste de la Ciudad de Buenos Aires. Comprende la vinculación vial de vehículos automotores de tránsito particular,  público y un importante volumen de  vehículos pesados que circulan por  la Av. San Martín a través de un Paso Bajo Nivel por debajo de las vías del FFCC Urquiza. Evitará la actual intersección con barreras. Dicha obra permitirá una circulación más fluida y segura tanto de los vehículos como del ferrocarril en una arteria fundamental para el tránsito de la Ciudad de Buenos Aires ;2013 01 0005 00;2013;Avda San Martin y FFCC Urquiza entre calles PAreja y Asuncion ;Villa DEvoto Villa Pueyrredon y Agronomía;11;998;2014-01-17 00:00:00;Ausa;Bajo Nivel San Martín ;En Ejecucion;Fontana Nicastro Martinez y de la Fuente SA UTE;SAM_0098.JPG;Cruce a nivel actual
AUSA;Construcción de una paso bajo nivel en la Av. Sarmiento, eliminando así un foco de congestión (principalmente en horarios pico) y de accidentes. Además está prevista la ejecución de ramas de acceso egreso desde y hacia la AU Illia.;38810;2004;Av. Sarmiento y vías del FFCC Gral. Belgrano;Palermo;14;998;2006-10-25 00:00:00;Ausa;Bajo Nivel Sarmiento;Finalizada recepción definitiva;Jose Cartelone Construcciones Civiles SA;Bajo Nivel Sarmiento 1.jpg;Aerea Sarmiento
AUSA;Consiste en la ejecución de un cruce vehicular bajo nivel sobre la calle Soler, entre las calles Godoy Cruz y Juan B. Justo, en su intersección con las vías del FFCC San Martín con la consecuente reducción  tiempos de viaje y costos a los usuarios de la red evitando inconvenientes y accidentes. ;LP AUSA 06 2010;2010;Soler entre Avda Juan B Justo y calle Godoy Cruz bajo vias FFCCSan Martin;Palermo;14;998;2010-12-07 00:00:00;Ausa;Bajo Nivel Soler;Finalizada recepción definitiva;JOSE CARTELLONE CC SA;Soler-apertura-03.jpg;BNSoler4julio11
AUSA;La obra consiste en la construccion de un nuevo paso vehicular, en la calle Varela bajo las vias del FFCC Gral. San Martin ;LP AUSA 13 2010;2010;Calle Varela Jose Pedro y ex FFCC San Martín intercepcion Gutierrez con Lamarca y Gutierrez y San Nicolas;Agronomía;15;998;;Ausa;Bajo Nivel Varela;Paralizada;a designar;navarro varela modificado1.jpg;Render Varela vista 1
AUSA;El objetivo principal de la obra es la mejora en el flujo vehicular disminuyendo tiempos de recorrido, aumento en la cantidad de viajes, descongestión de arterias y el mejoramiento en las comunicaciones viales. ;LP AUSA 17 2010;2010;Zamudio y vias EX FFCC Mitre Ramal Retiro JLsuarez entre Ladines y Cabezón ;Villa Pueyrredon ;12;998;2012-11-21 00:00:00;Ausa;Bajo Nivel Zamudio;En Ejecucion;CHEDIACK ESUCO UTE;PBNZamudio11oct13HabilitTransito.jpg;Habilitacion transito
AUSA;Relevamiento topográfico gral. Instalacion de tablerosde aviso y restriccion de velocidad feroviaria.  Desarme y retiro parcial de instalaciaones ferroviarias.  Adecuacion de terceros rieles de alimentacion electrica. Cateos manuales efectos localizacion de interferencias. Modificacion provisoria de ruta aerea de telegrafo. Modificacion provisoria de rutas subtrraneas de baja, media y alta tensión, Instalacion definitiva de rutas de cableado de baja, media y alta tension y telegrafo. Instalacion definitiva de tercer riel. ;2013 002 0027 00;2013;Altolaguirre y Ex FFCC Mitre Ramal Retiro JL Suarez entre Monroe y Roosevelt;Villa Urquiza;12;998;2013-06-17 00:00:00;Ausa;BN altolaguirre Interf FFCC ;Finalizada sin recepción provisoria ;Baires Ferrovial SA ;2013julio18Inicio1.jpg;Inicio 1
AUSA;Relevamiento topográfico gral. Instalacion de tableros de aviso y restriccion de velocidad feroviaria.  Desarme y retiro parcial de instalaciaones ferroviarias.  Adecuacion de terceros rieles de alimentacion electrica. Cateos manuales efectos localizacion de interferencias. Modificacion provisoria de ruta aerea de telegrafo. Modificacion provisoria de rutas subtrraneas de baja, media y alta tensión, Instalacion definitiva de rutas de cableado de baja, media y alta tension y telegrafo. Instalacion definitiva de tercer riel. ;2013 02 0028 00;2013;Zamudio y vias EX FFCC Mitre Ramal Retiro JLsuarez entre Ladines y Cabezón;Villa Pueyrredon;12;998;2013-06-12 00:00:00;Ausa;BN Zamudio Interf FFCC;Finalizada sin recepción provisoria ;FARMER Ingenieria y COnstrucciones ;;
AUSA;La obra consta de 4 etapas. La ejecucion del desvio de la Av. Obligado (variante Fast Track), defensas sobre el Rio de la Plata, obra estacionamiento Club de Pescadores, defensas margen izquierdo Arroyo Ugarteche.;LP4 2006;2006;Av Rafael Obligado;Palermo;14;998;2007-05-30 00:00:00;Ausa;Defensa Costanera;Finalizada recepción definitiva;Constructora PERFORMAR LUCIANO UTE;Defensa Costera y club de Pescadores XVIII.JPG;defensa costera y club de pescadores 
AUSA;Hidrolavado de la superficie, pintura y enmallado de las columnas según Especificaciones técnicas. Se deberá realizar una segunda mano en ocho de las 14 columnas que ya se encuentran pintadas según la circular 1.  ;2012 02 0063 00;2013;AU 9 de julio y Avda San Juan;San Telmo ;1;998;2013-03-11 00:00:00;Ausa;Distribuidor 9 de julio Pintura columnas ;Finalizada con recepción provisoria;Storey Guillermo;20130322_085157.jpg;Columnas pintadas 
AUSA;Elevacion del nivel de la rasante de la calle Gualeguay entre las calles Guzman y Azara. Solucion hidraulica de las conexiones pluviales existentes, a diferentes niveles. Reconstruccion de veredas y tareas de iluminacion;Pr AUSA 13  2011;2011;Gualeguay entre Ruy DIaz de Guzman y Azara;Boca Barracas;4;998;2011-05-02 00:00:00;Ausa;Gualeguay - Nivelación;Finalizada recepción definitiva;Vial Tec SA;AGO 08 - Gualeguay 3.JPG;AGO 08 - Gualeguay 3
AUSA;Proyecto ejecutivo y construccion de la obra hidraulica necesaria para captar los escurrimientos pluviales de las precipitaciones en zona Bajo Nivel Iberá. Area de la cuenca Arroyo White. Con Ejecucion de un conducto pluvial aliviador cuya traza se desarrolla en la calle Arcos desde Iberá hasta M Pedraza. Diametro de 800mm en Iberá y Guayra y luego sigue de 1200mm. Se agregan dos conductos mas de 1000mm. ;2012 01 0007 00;2012;Calle Arcos entre Iberá y Pedraza con intervenciones en calle Cuba ;Nuñez;13;998;2012-12-07 00:00:00;Ausa;Hidraulica Ibera ;Finalizada con recepción provisoria;COARCO SA;;
AUSA;La obra corresponde a la construcción de un acceso a la AU. Illia desde la Avda. Ramón Castillo para reorientar el tránsito pesado a la AU Illia cuando se habilite el tramo Sarmiento - Cantilo de la misma.  Permite el ingreso de vehículos pesados a la AU Illia.;LP AUSA 10 2010;2010;;;;998;;Ausa;Illia Pesados Calle 13;Preadjudicada;Vialmani SA;;
AUSA;Se ejecutaran 237.5m2 de jardines verticales con arbustos mediante el sistema hidroponico en la interseccion de AU 25 de mayo con Avda Entre Rios y otros 137.5 m2 en Avda Jujuy Los 36 paneles seran dispuestos por encima de las defensas metalicas a ambos lados de los tableros 18 de cada lado Se incorporara dos msitemas de riego. El sistema comprende dos capas un esqueleto metalico que funciona como sosten y el interior conteniendo las especies. Panel de hierrro galvanizado  de 120 cm alto 176cm ancho y 100mm espersor. Capa 2 cobertura vegetal de especies seleccionadas mezcla de turba 70% y perlita agricola 30%  ;2013 02 0021 00;2013;AU1 Trazo de Autopista 25 de Mayo;Constitución,Boedo,Parque Chacabuco,Flores;157;998;2013-07-25 00:00:00;Ausa;Jardines verticales Au 25 de mayo ;Finalizada sin recepción provisoria ;Nandy Paisajismo SRL;6- green wall.JPG; green wall
AUSA;Jardines verticales en marco de Autopistas verdes sobre Au Illia en su cruce con Avda del Libertador. ;2014 04 0019 000;2014;AU ILLIA y Avda del Libertador ;Retiro ;1;998;2014-01-22 00:00:00;Ausa;Jardines Verticales AU Illia y Libertador ;Finalizada sin recepción provisoria ;Nandy Paisajismo SRL;Jardines 2 Enero 2014.JPG;Foto 2
AUSA;Aporte de maceteros con plantas y su colocación en el canelon central de la traza de la AU1 25 de mayo. Los maceteros estan conformados de chapa metálica que contiene vegatación entre las defensas metálicas centrales carril izquierdo. Los meceteros se agrupan en grupos de 40 unidades distanciasas en 1.50 mts entre cada uno. Se incorpora sistema de riego automatizado y centralizado por bombeo. Son 19 tramos se encuentran distanciados del siguiente en 120 mts.   ;2013 01 0004 00;2013;AU1 Trazo de autopista 25 de mayo ;Constitución Boedo Parque Chacabuco Flores ;157;998;2013-06-27 00:00:00;Ausa;Maceteros Au 25 de mayo;Finalizada en mantenimiento;Plan Obra SA para AUSA ;15- plantas-DSC08452.JPG;plantas
AUSA;Aporte de maceteros con plantas y su colocación en el canelon central de la traza de la AU1 Perito Moreno. Los maceteros estan conformados de chapa metálica que contiene vegatación entre las defensas metálicas centrales carril izquierdo. Los meceteros se agrupan en grupos de 40 unidades distanciasas en 1.50 mts entre cada uno. Se incorpora sistema de riego automatizado y centralizado por bombeo. Son 19 tramos se encuentran distanciados del siguiente en 120 mts.   ;2013 01 0002 00 ;2013;AU Perito Moreno ;Parque Avellaneda Villa Luro Liniers ;9;998;2013-06-27 00:00:00;Ausa;Maceteros AU Perito Moreno;Finalizada en mantenimiento;VIVERO Cuculo SRL;6- maceteros 2013-08-01_.jpg; maceteros
AUSA;Objeto de obra es la construcción de tuneles de entrecruzamiento del tránsito del Metrobus 9 de julio para lograr la inversión de circulación entre ambos sentidos de sus carriles exclusivos pasando por el Distribuidor de la avda 9 de julio y de la Avda San Juan sin interrupciones hasta llegar a la cabecera Sur de Plaza Constitución. Se deberá elaborar el Projecto ejecutivo de obra basandose en el Anteproyecto entregado por AUSA.   ;2013 01 0006 00;2013;Avda 9 de julio y Ada SAn Juan ;San Telmo ;1;998;2013-12-19 00:00:00;Ausa;Metrobus de 9 de julio y San Juan ;En Ejecucion;JOSE CARTELLONE CC SA;SAM_0229.JPG;SAN Juan Y 9 de julio 
AUSA;Para la ejecución de los tuneles de la Obra Metrobus se requiere la reubicación de 45 especies arbóreas. Las tareas a ejecutar son Poda de preparación para el trasplante. Preparación del terrón. Izado del árbol con grúa y transporte. Limpieza. Tutorado. Riego de asiento. Las especies arbóreas son 35 palos borracho, 5  palmeras, 3 ombúes, 1 aguaribay.   1 lapacho.   ;2014 04 0002 00;2014;Avda 9 de julio entre Carlos Calvo y Avda San juan ;SAn Telmo ;1;998;2014-01-15 00:00:00;Ausa;Metrobus Trasplante de arboles ;Finalizada sin recepción provisoria ;The Clean Garden SRL ;IMG-20140126-WA0007.jpg;ejecucion de trasplante de arboles 
AUSA;Prolongación del actual Muelle del Club de Pescadores 100m hacia el Rio de la Plata y la construcción de un refugio en su extremo para la realización actividades de pesca deportiva.;215;9;Av. Rafael Obligado y Sarmiento;Palermo;14;998;2009-05-29 00:00:00;Ausa;Muelle Club de Pescadores ;Finalizada recepción definitiva;Pilotes TREVI SACIMS ;70 metros terminados3.jpg;Muelle terminado junio2010
AUSA;Consiste en un aliviador de la conducción principal del Arroyo Vega. Su construcción está prevista que se realice en túnel 790 m y los extremos en trinchera 210 m. Obra de infraestructura necesaria para ejecutar el paso bajo nivel de Olazabal.;LP AUSA 19 2010;2010;Washington;Belgrano;13;998;2011-02-07 00:00:00;Ausa;Olazabal Hidráulica;Finalizada con recepción provisoria;Fontana Nicastro SA Luciano UTE ;100_4494.JPG;Trabajo en tunel Blanco Encalada
AUSA;La obra consiste en la readecuación de las zonas anteriormente intervenidas para realizar las ramas de egreso e ingreso a la autopista (obra cancelada). Se hará un tratamiento urbanistico, iluminacion, desagues, veredas, areas verdes, y plazas de juegos. ;215;9;Eva Perón y Curapaligue;Parque Chacabuco;7;998;2009-05-11 00:00:00;Ausa;Parque Chacabuco - Etapa I;Finalizada recepción definitiva;TEXIMCO SA;;
AUSA;La integracon del parque es la premisa de proyecto e intenta unificar la totalidad de las aéreas verdes, especialmente a ambos lados de la autopista, eliminando algunas construcciones que se encuentran bajo su traza y generando un sistema circulatorio que conectando transversalmente por debajo de la misma, comunique la totalidad del parque. Incorporación de nuevas actividades y complementarias para los usuarios. ;LP AUSA 01 2010;2010;Emilio Mitre, Avda EPeronm Curapaligue y Asamblea;Flores;7;998;2010-11-15 00:00:00;Ausa;Parque Chacabuco C y E;Finalizada con recepción provisoria;Panobra SA MIG SA UTE;;
AUSA;Provision de árboles Palmeras gramineas herbaceas enredaderas y sustratos.  ;2013 02 0019 00;2013;AU Dellepiane;villa Lugano y Parque Avellaneda;8;998;2013-05-20 00:00:00;Ausa;Parquizacion AU Dellepiane ;Finalizada con recepción provisoria;Top Sinergia SA ;15-2013-06-06_11-Au Dellepiane.jpg;Au Dellepiane parquización
AUSA;Proyecto ejecutivo, construcción, mantenimiento y posterior clausura de los Pasos a Nivel Vehiculares Provisorios Calles Cuenca y Concordia y vías del FFCC Urquiza. Realización de todas las gestiones,  obtención  de  permisos y  de las aprobaciones necesarias. Modificación  de  las  instalaciones  existentes. Construcción  de  nueva  calzada, rampas  vehiculares, obras  de  desagues. Instalación Sistemas de señalización y barreras. Remoción interferencias. Mantenimiento. Provisión de materiales.  ;2013 02 0060 00;2014;Concordia y FFCC Urquiza y Cuenca y FFCC Urquiza;Villa Devoto y Agronomia;11;998;2013-12-04 00:00:00;Ausa;Paso nivel Cuenca y Concordia ;En Ejecucion;FARMER Ingenieria y COnstrucciones ;;
AUSA;construccion de un puente sobre nivel para mejorar la conectividad vial de la zona ;2012 01 0009 00;2012;Argerich entre Nogoya y Nazarre ;Villa del Parque ;11;998;2012-11-22 00:00:00;Ausa;Paso Sobre Nivel Argerich ;Neutralizada;EleprintSA EcasSA Argerich UTE ;ARGERICH 1.jpg;render n°1
AUSA;Se trata de el desarrollo del Proyecto ejecutivo y la construcción de un puente provisorio sobe la calle GArcia Lorca y el FFCC Sarmiento. EN la actualidad se encuentra emplazado un paso a nivel que será reemplazado por esta obra  ;2012-01-0010-00;2013;;;;998;2012-11-22 00:00:00;Ausa;Paso sobre Nivel Garcia Lorca ;Neutralizada;EleprintSA EcasSA LorcaUTE;Lorca 2.jpg;render n°2
AUSA;La obra comprende la reconstrucción de calzadas de hormigón para la red de transito pesado, iluminiación, construcción de veredas y desagues, forestación de parques adyacentes y equipamiento urbano. La Etapa I comprende la Av. Perito Moreno entre la Av. Varela y Av. F. de la Cruz.;1111;9;Av. Perito Moreno;Bajo Flores;7;998;2009-04-20 00:00:00;Ausa;Perito Moreno Etapa I;Finalizada recepción definitiva;DALCO EMA TEXIMCO UTE;;
AUSA;El proyecto consiste en el saneamiento de obra básica, cambio total del paquete estructural de la traza y tratamiento urbanístico en la zona aledaña a esta avenida de tránsito pesado con la consiguiente mejora del movimiento del tránsito pesado en la Ciudad de Buenos Aires. Etapa II entre Avda Varela y Zuviria ;LP AUSA 03 2010;2010;;;;998;2010-09-27 00:00:00;Ausa;Perito Moreno II;Finalizada con recepción provisoria;Dalco SA Teximco SA EMA SA UTE;03-03-11 Varela-Castañares.JPG;Tramo Av. Varela-Av. Castañares terminado
AUSA;Paralelamente a la obra vial de la Avenida Perito Moreno, debido al problema de los efluentes cloacales que imposibilitan la construcción de media calzada, se procedió a ejecutar el proyecto de provisión e instalación de cañerías de cloacas al lado de la avenida. ;Pr AUSA 57 2010;2010;Avda Perito Moreno cruce con Avda Fernandez de la Cruz;Nueva Pompeya;4;998;2010-11-17 00:00:00;Ausa;Perito Moreno II Cloacas;Rescisión de Contrato;AMYC Construcciones SRL ;;
AUSA;Instalacion de una cañeria cloacal de PVC a instalarse en la vereda impar de la calle Fernandez de la Cruz. Cruce de cañerias clocal por debajo del conducto pluvial existente en la esquina de F de la Cruz con De Vedia long 35 mts. Continuar instalacion de cañeriia cloacal por Avda F de al Cruz hasta CLoaca máxima de F de al Cruz y Centenera.    ;CONT-2011-02-0065-00;2012;Fernandez de la Cruz entre BArco Centenera y De Vedia ;Nueva Pompeya ;4;998;2012-06-21 00:00:00;Ausa;Perito Moreno II CLoacas v2;Paralizada;KOPAR SA ;P1291294.JPG;foto 2 obra
AUSA;La Obra comprende la repavimentación de la avenida Perito Moreno entre Varela y Zubiría, con dos calzadas de Hormigón con un ancho general de 9.60m cada una y un separador central de 0.80m con cordones integrales, incluyendo las obras complementarias y anexas que se describen en pliego.;LP AUSA 02 2011;2011;Avda Perito Moreno entre Avda.Amancio Alcorta y Avda Fernandez de la Cruz ;Barracas Nueva Pompeya;4;998;2011-03-04 00:00:00;Ausa;Perito Moreno III;Finalizada recepción provisoria parcial;UTE EMA SA DAL Construcciones TEXIMCOSA  ;Perito Moreno 006.jpg;PM Ago 2011
AUSA;Este proyecto comprende la construcción de un nuevo tramo lateral del lado Este del Puente, el nuevo diseño del estribo y apoyo intermedio Ferroviario, la adecuación de la nueva salida del subterráneo, el sector ubicado en la esquina de la Av. Bullrich y la Av. Santa Fe, como así también la organización del tránsito en la zona con la readecuación vial correspondiente. El puente que pasará a tener 5 carriles en lugar de los 3 actuales, logrando conservar la línea y la estética de los tramos laterales existentes. Dando como resultado la reducción  tiempos de viaje y costos a los usuarios de la red evitando inconvenientes y accidentes. ;LP AUSA 06 2010;2010;Av. Santa fé y Av. Juan B. Justo;Palermo;14;998;2010-12-07 00:00:00;Ausa;Puente Pacifico;Finalizada recepción definitiva;JOSE CARTELLONE CC SA;Vista general del Puente Pacifico.JPG;Vista general del Puente Pacifico
AUSA;Esta obra forma parte del plan de interconexión entre la Ciudad y la Provincia de Buenos Aires. Se reacondicionará la estructura metálica del Puente y se ejecutará una nueva banda de rodamiento.;38810;2004;Av. Vieytes y Av. Don Pedro de Mendoza;Barracas;4;998;2009-03-17 00:00:00;Ausa;Puente Pueyrredon;Finalizada recepción definitiva;DAL Construcciones SA EMA SA  UTE;;
AUSA;Conexion de la Avda ASn Juan con la calle Lima  y dotar a la calzada de ingreso a la rama 7 de dos carriles adicionales a flujo libre mediante la eliminacion de semaforo existente. De esta forma con la adicion de dos carriles que conforman un total de cuatro, se evitan las colas que actualemnte se producen por aquellos vehiculos que actualamente giran por Avda San Juan ;2013 04 0109 00;2013;Independencia,Piedras,Av.Cordoba y Entre Ríos;Constitución;1;998;2013-07-01 00:00:00;Ausa;Remodelacion ram 7 Distribuidor 9 de julio ;Finalizada sin recepción provisoria ;RICAVIAL SA ;;
AUSA;Ampliación y Remodelación de Veredas frente a las terminales ferroviarias de  las líneas San Martín y Belgrano Norte, de  Isletas en  la  Av.  Ramos  Mejía  entre  Av.  Del Libertador y Av. Antártida Argentina. Repavimentación  de  la  Av.  Ramos  Mejía  entre  Av.  Del  Libertador  y  Av. Antártida Argentina y Gilardi  entre Av. Ramos Mejía y San Martín. Reparación  de  pavimento  de  adoquín  en  Martínez  Zuviría  entre  Av.  Ramos Mejía y San Martín. Ejecución  de  la  infraestructura  necesaria  para  la  instalación  de  Cintas Transportadoras  para  peatones, Obra  Hidráulica,  mejoramiento  y  adecuación  de  la  red  pluvial,  en consideración de las nuevas condiciones de drenaje superficial.  Obra de Iluminación del área. Parquizacion de isletas ;2012 01 0016 00;2013;Avda Ramos Mejia entre Libertador y A Argentina. Gilardi  y Zubiria entre Av. Ramos Mejía y San Martín.;Retiro ;1;998;2013-02-18 00:00:00;Ausa;Remodelación Retiro ;Finalizada en mantenimiento;COARCO SA;104_0125.jpg;Comienzos de obra 
AUSA;Cotozacion en dolares Estadounidenses. Provision montaje puesta en funcionamiento y mantenimineot de tres tramaso de cintas transportadoras para peatones de doble sentido de circulación en las veredas de la Avda Ramos Mejía frenta a las terminales ferroviarias de las ex lineas Belgrano Norte y San Martin. Tramo 1 de 25 metrs de long frente a estación ex linea Belgrano Norte y tramo 2 y 3 de 30 mts de long cada una frente a estación de ex Linea San Martin ;2012 01 0015 00;2012;Avda de los Inmigrantes entre Madre Mujica y San martin;Retiro;1;998;2013-01-07 00:00:00;Ausa;Remodelacion retiro CINTAS TRANSPORTADORAS de peatones;Finalizada en mantenimiento;Thyssenkrupp Elevadores SA;Inauguración Retiro 6.jpg;en uso 
